Time (seconds),light,sound,temp,movement
411.97,,,24,
412.07,,,,1060
412.19,0,,,
412.35,,93,,
412.46,,,24,
412.56,,,,1072
412.68,0,,,
412.84,,45,,
412.94,,,24,
413.16,0,,,
413.32,,52,,
413.42,,,24,
413.52,,,,1067
413.64,0,,,
413.80,,52,,
413.91,,,24,
414.01,,,,1062
414.13,0,,,
414.29,,63,,
414.39,,,24,
414.49,,,,1061
414.61,0,,,
414.77,,41,,
414.88,,,24,
414.98,,,,1058
415.10,0,,,
415.36,,,24,
415.46,,,,1067
415.58,0,,,
415.74,,75,,
415.84,,,24,
415.94,,,,1061
416.06,0,,,
416.22,,75,,
416.32,,,24,
416.42,,,,1067
416.55,0,,,
416.71,,52,,
416.81,,,24,
416.91,,,,1071
417.03,0,,,
417.19,,7,,
417.29,,,24,
417.39,,,,1072
417.51,0,,,
417.67,,48,,
417.78,,,24,
417.88,,,,1072
418.00,0,,,
418.16,,26,,
418.26,,,24,
418.36,,,,1067
418.48,0,,,
418.64,,63,,
418.74,,,24,
418.84,,,,1083
418.97,0,,,
419.13,,78,,
419.23,,,24,
419.33,,,,1077
419.45,0,,,
419.61,,67,,
419.71,,,24,
419.81,,,,1062
419.93,0,,,
420.10,,60,,
420.20,,,24,
420.30,,,,1065
420.42,0,,,
420.58,,45,,
420.68,,,24,
420.78,,,,1062
420.90,0,,,
421.06,,48,,
421.16,,,24,
421.26,,,,1072
421.39,0,,,
421.55,,45,,
421.65,,,24,
421.75,,,,1064
421.87,0,,,
422.03,,71,,
422.13,,,24,
422.23,,,,1059
422.35,0,,,
422.51,,26,,
422.62,,,24,
422.72,,,,1067
422.84,0,,,
423.00,,3,,
423.10,,,24,
423.20,,,,1069
423.32,0,,,
423.48,,52,,
423.58,,,24,
423.68,,,,1067
423.81,0,,,
423.96,,45,,
424.07,,,24,
424.17,,,,1073
424.29,0,,,
424.45,,56,,
424.55,,,24,
424.65,,,,1057
424.77,0,,,
424.93,,45,,
425.04,,,24,
425.14,,,,1069
425.26,0,,,
425.42,,67,,
425.52,,,24,
425.62,,,,1063
425.74,0,,,
425.90,,41,,
426.00,,,24,
426.10,,,,1068
426.22,0,,,
426.39,,48,,
426.49,,,24,
426.59,,,,1064
426.71,0,,,
426.87,,86,,
426.97,,,24,
427.07,,,,1076
427.19,0,,,
427.35,,45,,
427.45,,,24,
427.55,,,,1071
427.67,0,,,
427.84,,33,,
427.94,,,24,
428.04,,,,1064
428.16,0,,,
428.32,,30,,
428.42,,,24,
428.52,,,,1064
428.64,0,,,
428.80,,26,,
428.90,,,24,
429.00,,,,1075
429.12,0,,,
429.29,,41,,
429.39,,,24,
429.49,,,,1070
429.61,0,,,
429.77,,26,,
429.87,,,24,
429.98,,,,1071
430.10,0,,,
430.25,,11,,
430.36,,,24,
430.46,,,,1066
430.58,0,,,
430.74,,90,,
430.84,,,24,
430.94,,,,1063
431.06,0,,,
431.22,,63,,
431.32,,,24,
431.42,,,,1069
431.55,0,,,
431.71,,90,,
431.81,,,24,
431.91,,,,1056
432.03,0,,,
432.19,,93,,
432.29,,,24,
432.39,,,,985
432.51,0,,,
432.68,,67,,
432.78,,,24,
432.88,,,,984
433.00,0,,,
433.16,,33,,
433.26,,,24,
433.36,,,,972
433.48,0,,,
433.64,,90,,
433.74,,,24,
433.84,,,,1066
433.96,0,,,
434.13,,56,,
434.23,,,24,
434.33,,,,1068
434.45,0,,,
434.61,,22,,
434.71,,,24,
434.81,,,,1066
434.93,0,,,
435.09,,78,,
435.20,,,24,
435.30,,,,1066
435.42,0,,,
435.58,,11,,
435.68,,,24,
435.78,,,,1063
435.90,0,,,
436.06,,37,,
436.16,,,24,
436.26,,,,1056
436.38,0,,,
436.54,,18,,
436.65,,,24,
436.75,,,,1074
436.87,0,,,
437.03,,48,,
437.13,,,24,
437.23,,,,1059
437.35,0,,,
437.51,,3,,
437.62,,,24,
437.72,,,,1066
437.84,0,,,
438.00,,63,,
438.10,,,24,
438.20,,,,1061
438.32,0,,,
438.48,,45,,
438.58,,,24,
438.68,,,,1080
438.80,0,,,
438.96,,56,,
439.07,,,24,
439.17,,,,1064
439.29,0,,,
439.45,,33,,
439.55,,,24,
439.65,,,,1080
439.77,0,,,
439.93,,0,,
440.03,,,24,
440.13,,,,1065
440.25,0,,,
440.42,,56,,
440.52,,,24,
440.62,,,,1069
440.90,,18,,
441.00,,,24,
441.10,,,,1058
441.22,0,,,
441.38,,41,,
441.48,,,24,
441.58,,,,1075
441.70,0,,,
441.87,,63,,
441.97,,,24,
442.07,,,,1059
442.19,0,,,
442.35,,26,,
442.45,,,24,
442.55,,,,1073
442.67,0,,,
442.83,,56,,
442.94,,,24,
443.04,,,,1068
443.16,0,,,
443.32,,37,,
443.42,,,24,
443.52,,,,1069
443.64,0,,,
443.80,,48,,
443.90,,,24,
444.00,,,,1057
444.12,0,,,
444.29,,37,,
444.39,,,24,
444.49,,,,1065
444.61,0,,,
444.77,,60,,
444.87,,,24,
444.97,,,,1058
445.09,0,,,
445.25,,18,,
445.36,,,24,
445.46,,,,1078
445.58,0,,,
445.74,,15,,
445.84,,,24,
445.94,,,,1065
446.06,0,,,
446.22,,63,,
446.32,,,24,
446.42,,,,1078
446.54,0,,,
446.71,,60,,
446.81,,,24,
446.91,,,,1056
447.03,0,,,
447.19,,63,,
447.29,,,24,
447.39,,,,1060
447.52,0,,,
447.67,,37,,
447.78,,,24,
447.88,,,,1079
448.00,0,,,
448.16,,37,,
448.26,,,24,
448.36,,,,1065
448.48,0,,,
448.64,,37,,
448.74,,,24,
448.84,,,,1062
448.96,0,,,
449.12,,45,,
449.23,,,24,
449.33,,,,1063
449.45,0,,,
449.61,,33,,
449.71,,,24,
449.81,,,,1067
449.93,0,,,
450.09,,52,,
450.20,,,24,
450.30,,,,1067
450.42,0,,,
450.58,,56,,
450.68,,,24,
450.78,,,,1059
450.90,0,,,
451.06,,15,,
451.16,,,24,
451.26,,,,1053
451.38,0,,,
451.54,,82,,
451.64,,,24,
451.74,,,,1079
451.86,0,,,
452.03,,22,,
452.13,,,24,
452.23,,,,1058
452.35,0,,,
452.51,,63,,
452.61,,,24,
452.71,,,,1074
452.83,0,,,
453.00,,63,,
453.10,,,24,
453.20,,,,1064
453.32,0,,,
453.48,,78,,
453.58,,,24,
453.68,,,,1060
453.80,0,,,
453.96,,48,,
454.06,,,24,
454.16,,,,1065
454.28,0,,,
454.45,,78,,
454.55,,,24,
454.65,,,,1072
454.77,0,,,
454.93,,71,,
455.03,,,24,
455.13,,,,1073
455.25,0,,,
455.41,,86,,
455.52,,,24,
455.62,,,,1064
455.74,0,,,
455.90,,67,,
456.00,,,24,
456.10,,,,1081
456.22,0,,,
456.38,,67,,
456.48,,,24,
456.58,,,,1063
456.70,0,,,
456.87,,82,,
456.97,,,24,
457.07,,,,1086
457.19,0,,,
457.35,,41,,
457.45,,,24,
457.55,,,,1069
457.67,0,,,
457.83,,71,,
457.94,,,24,
458.04,,,,1077
458.16,0,,,
458.32,,71,,
458.42,,,24,
458.52,,,,1070
458.64,0,,,
458.80,,71,,
458.90,,,24,
459.00,,,,1075
459.12,0,,,
459.29,,37,,
459.39,,,24,
459.49,,,,1066
459.61,0,,,
459.77,,63,,
459.87,,,24,
459.97,,,,1065
460.09,0,,,
460.25,,67,,
460.36,,,24,
460.46,,,,1061
460.58,0,,,
460.74,,82,,
460.84,,,24,
460.94,,,,1065
461.06,0,,,
461.22,,63,,
461.32,,,24,
461.42,,,,1064
461.54,0,,,
461.70,,63,,
461.81,,,24,
461.91,,,,1065
462.03,0,,,
462.19,,75,,
462.29,,,24,
462.39,,,,1078
462.51,0,,,
462.67,,52,,
462.78,,,24,
462.88,,,,1058
463.00,0,,,
463.16,,101,,
463.26,,,24,
463.36,,,,1058
463.48,0,,,
463.64,,52,,
463.74,,,24,
463.84,,,,1064
463.96,0,,,
464.12,,48,,
464.23,,,24,
464.33,,,,1065
464.45,0,,,
464.61,,48,,
464.71,,,24,
464.81,,,,1066
464.93,0,,,
465.09,,75,,
465.19,,,24,
465.29,,,,1059
465.42,0,,,
465.57,,52,,
465.68,,,24,
465.78,,,,1065
465.90,0,,,
466.06,,93,,
466.16,,,24,
466.26,,,,1065
466.38,0,,,
466.54,,60,,
466.64,,,24,
466.74,,,,1073
466.86,0,,,
467.03,,63,,
467.13,,,24,
467.23,,,,1069
467.35,0,,,
467.51,,101,,
467.61,,,24,
467.71,,,,1074
467.83,0,,,
467.99,,41,,
468.20,,,,1068
468.32,0,,,
468.48,,48,,
468.58,,,24,
468.68,,,,1068
468.80,0,,,
468.96,,37,,
469.06,,,24,
469.16,,,,1063
469.28,0,,,
469.45,,82,,
469.55,,,24,
469.65,,,,1068
469.77,0,,,
469.93,,52,,
470.03,,,24,
470.13,,,,1059
470.25,0,,,
470.41,,67,,
470.52,,,24,
470.62,,,,1066
470.74,0,,,
470.90,,82,,
471.00,,,24,
471.10,,,,1053
471.22,0,,,
471.38,,60,,
471.48,,,24,
471.58,,,,1066
471.70,0,,,
471.86,,18,,
471.97,,,24,
472.07,,,,1062
472.19,0,,,
472.35,,33,,
472.45,,,24,
472.55,,,,1082
472.67,0,,,
472.83,,56,,
472.94,,,24,
473.04,,,,1070
473.16,0,,,
473.32,,60,,
473.42,,,24,
473.52,,,,1073
473.64,0,,,
473.80,,30,,
473.90,,,24,
474.00,,,,1073
474.13,0,,,
474.28,,33,,
474.39,,,24,
474.49,,,,1068
474.61,0,,,
474.77,,37,,
474.87,,,24,
474.97,,,,1060
475.09,0,,,
475.25,,71,,
475.36,,,24,
475.46,,,,1070
475.58,0,,,
475.74,,67,,
475.84,,,24,
475.94,,,,1071
476.06,0,,,
476.22,,71,,
476.32,,,24,
476.42,,,,1068
476.54,0,,,
476.70,,60,,
476.80,,,24,
476.90,,,,1062
477.02,0,,,
477.19,,60,,
477.29,,,24,
477.39,,,,1063
477.51,0,,,
477.67,,56,,
477.77,,,24,
477.87,,,,1064
478.15,,48,,
478.26,,,24,
478.36,,,,1059
478.48,0,,,
478.64,,45,,
478.74,,,24,
478.84,,,,1061
478.96,0,,,
479.12,,67,,
479.22,,,24,
479.32,,,,1063
479.44,0,,,
479.61,,45,,
479.71,,,24,
479.81,,,,1065
479.93,0,,,
480.09,,48,,
480.19,,,24,
480.29,,,,1057
480.41,0,,,
480.57,,48,,
480.68,,,24,
480.78,,,,1057
480.90,0,,,
481.06,,78,,
481.16,,,24,
481.26,,,,1065
481.38,0,,,
481.54,,30,,
481.64,,,24,
481.74,,,,1067
481.87,0,,,
482.03,,22,,
482.13,,,24,
482.23,,,,1061
482.35,0,,,
482.51,,52,,
482.61,,,24,
482.71,,,,1056
482.83,0,,,
482.99,,82,,
483.10,,,24,
483.20,,,,1070
483.32,0,,,
483.48,,86,,
483.58,,,24,
483.68,,,,1055
483.80,0,,,
483.96,,30,,
484.06,,,24,
484.16,,,,1071
484.28,0,,,
484.44,,78,,
484.55,,,24,
484.65,,,,1059
484.77,0,,,
484.93,,82,,
485.03,,,24,
485.13,,,,1064
485.25,0,,,
485.41,,37,,
485.52,,,24,
485.62,,,,1062
485.74,0,,,
485.90,,48,,
486.00,,,24,
486.10,,,,1064
486.22,0,,,
486.38,,93,,
486.48,,,24,
486.58,,,,1065
486.71,0,,,
486.86,,63,,
486.97,,,24,
487.07,,,,1055
487.19,0,,,
487.35,,52,,
487.45,,,24,
487.55,,,,1061
487.67,0,,,
487.83,,45,,
487.93,,,24,
488.03,,,,1070
488.16,0,,,
488.32,,63,,
488.42,,,24,
488.52,,,,1057
488.64,0,,,
488.80,,52,,
488.90,,,24,
489.00,,,,1063
489.12,0,,,
489.28,,67,,
489.38,,,24,
489.48,,,,1067
489.61,0,,,
489.77,,33,,
489.87,,,24,
489.97,,,,1060
490.09,0,,,
490.25,,11,,
490.35,,,24,
490.45,,,,1070
490.57,0,,,
490.73,,37,,
490.84,,,24,
490.94,,,,1061
491.06,0,,,
491.22,,67,,
491.32,,,24,
491.42,,,,1074
491.54,0,,,
491.70,,18,,
491.80,,,24,
491.90,,,,1065
492.02,0,,,
492.19,,101,,
492.29,,,24,
492.39,,,,1066
492.51,0,,,
492.67,,67,,
492.77,,,24,
492.87,,,,1062
492.99,0,,,
493.15,,78,,
493.26,,,24,
493.36,,,,1071
493.48,0,,,
493.64,,52,,
493.74,,,24,
493.84,,,,1056
493.96,0,,,
494.12,,71,,
494.22,,,24,
494.32,,,,1076
494.44,0,,,
494.61,,71,,
494.71,,,24,
494.81,,,,1051
494.93,0,,,
495.09,,90,,
495.19,,,24,
495.29,,,,1073
495.41,0,,,
495.57,,22,,
495.68,,,24,
495.78,,,,1069
495.90,0,,,
496.06,,33,,
496.16,,,24,
496.26,,,,1082
496.38,0,,,
496.54,,93,,
496.64,,,24,
496.74,,,,1066
496.86,0,,,
497.02,,52,,
497.13,,,24,
497.23,,,,1082
497.35,0,,,
497.51,,33,,
497.61,,,24,
497.71,,,,1066
497.83,0,,,
497.99,,63,,
498.10,,,24,
498.20,,,,1072
498.32,0,,,
498.48,,67,,
498.58,,,24,
498.68,,,,1073
498.80,0,,,
498.96,,63,,
499.06,,,24,
499.16,,,,1062
499.28,0,,,
499.44,,30,,
499.55,,,24,
499.65,,,,1068
499.77,0,,,
499.93,,18,,
500.03,,,24,
500.13,,,,1069
500.25,0,,,
500.41,,7,,
500.51,,,24,
500.61,,,,1072
500.73,0,,,
500.90,,18,,
501.00,,,24,
501.10,,,,1068
501.22,0,,,
501.38,,52,,
501.48,,,24,
501.58,,,,1064
501.70,0,,,
501.86,,63,,
501.96,,,24,
502.06,,,,1075
502.19,0,,,
502.35,,30,,
502.45,,,24,
502.55,,,,1071
502.67,0,,,
502.83,,71,,
502.93,,,24,
503.03,,,,1051
503.15,0,,,
503.31,,71,,
503.42,,,24,
503.52,,,,1070
503.64,0,,,
503.80,,71,,
503.90,,,24,
504.00,,,,1063
504.12,0,,,
504.28,,75,,
504.38,,,24,
504.48,,,,1070
504.60,0,,,
504.77,,11,,
504.87,,,24,
504.97,,,,1071
505.09,0,,,
505.25,,56,,
505.35,,,24,
505.45,,,,1067
505.57,0,,,
505.73,,78,,
505.84,,,24,
505.94,,,,1067
506.06,0,,,
506.22,,45,,
506.32,,,24,
506.42,,,,1063
506.54,0,,,
506.70,,7,,
506.80,,,25,
506.90,,,,1064
507.02,0,,,
507.19,,75,,
507.29,,,25,
507.39,,,,1070
507.51,0,,,
507.67,,15,,
507.77,,,24,
507.87,,,,1062
507.99,0,,,
508.15,,37,,
508.26,,,24,
508.36,,,,1057
508.48,0,,,
508.64,,63,,
508.74,,,25,
508.84,,,,1072
508.96,0,,,
509.12,,41,,
509.22,,,25,
509.32,,,,1066
509.44,0,,,
509.60,,45,,
509.71,,,25,
509.81,,,,1063
509.93,0,,,
510.09,,48,,
510.19,,,25,
510.29,,,,1066
510.41,0,,,
510.57,,67,,
510.68,,,24,
510.78,,,,1069
510.90,0,,,
511.06,,48,,
511.16,,,24,
511.26,,,,1061
511.38,0,,,
511.54,,56,,
511.64,,,25,
511.74,,,,1067
511.86,0,,,
512.02,,60,,
512.12,,,25,
512.22,,,,1070
512.35,0,,,
512.51,,78,,
512.61,,,24,
512.71,,,,1067
512.83,0,,,
512.99,,48,,
513.09,,,24,
513.19,,,,1070
513.31,0,,,
513.48,,26,,
513.58,,,24,
513.68,,,,1057
513.80,0,,,
513.96,,71,,
514.06,,,24,
514.16,,,,1072
514.28,0,,,
514.44,,63,,
514.54,,,24,
514.64,,,,1067
514.77,0,,,
514.93,,26,,
515.03,,,24,
515.13,,,,1070
515.25,0,,,
515.41,,78,,
515.51,,,24,
515.61,,,,1067
515.73,0,,,
515.89,,63,,
516.00,,,24,
516.10,,,,1064
516.22,0,,,
516.38,,56,,
516.48,,,24,
516.58,,,,1070
516.70,0,,,
516.86,,33,,
516.96,,,24,
517.06,,,,1057
517.18,0,,,
517.35,,30,,
517.45,,,24,
517.55,,,,1066
517.67,0,,,
517.83,,48,,
517.93,,,24,
518.03,,,,1063
518.15,0,,,
518.31,,18,,
518.42,,,24,
518.52,,,,1068
518.64,0,,,
518.80,,30,,
518.90,,,24,
519.00,,,,1067
519.12,0,,,
519.28,,71,,
519.38,,,24,
519.48,,,,1062
519.61,0,,,
519.77,,7,,
519.87,,,24,
519.97,,,,1056
520.09,0,,,
520.25,,0,,
520.35,,,24,
520.45,,,,1064
520.57,0,,,
520.73,,52,,
520.84,,,24,
520.94,,,,1067
521.06,0,,,
521.22,,0,,
521.32,,,24,
521.42,,,,1057
521.54,0,,,
521.70,,48,,
521.80,,,24,
521.90,,,,1062
522.02,0,,,
522.18,,26,,
522.29,,,24,
522.39,,,,1073
522.51,0,,,
522.67,,37,,
522.77,,,24,
522.87,,,,1069
523.00,0,,,
523.15,,63,,
523.26,,,24,
523.36,,,,1059
523.48,0,,,
523.64,,41,,
523.74,,,24,
523.84,,,,1063
523.96,0,,,
524.12,,56,,
524.22,,,24,
524.32,,,,1061
524.44,0,,,
524.60,,86,,
524.70,,,24,
524.80,,,,1063
524.92,0,,,
525.09,,7,,
525.19,,,24,
525.29,,,,1069
525.41,0,,,
525.57,,3,,
525.67,,,24,
525.77,,,,1060
525.89,0,,,
526.06,,7,,
526.16,,,24,
526.26,,,,1063
526.38,0,,,
526.54,,0,,
526.64,,,25,
526.74,,,,1071
526.86,0,,,
527.02,,37,,
527.12,,,25,
527.22,,,,1076
527.35,0,,,
527.51,,41,,
527.61,,,24,
527.71,,,,1073
527.83,0,,,
527.99,,30,,
528.09,,,24,
528.19,,,,1075
528.32,0,,,
528.47,,97,,
528.58,,,25,
528.68,,,,1074
528.80,0,,,
528.96,,90,,
529.06,,,25,
529.16,,,,1072
529.28,0,,,
529.44,,90,,
529.54,,,24,
529.64,,,,1072
529.76,0,,,
529.93,,15,,
530.03,,,24,
530.13,,,,1072
530.25,0,,,
530.41,,0,,
530.51,,,25,
530.61,,,,1068
530.73,0,,,
530.89,,41,,
531.00,,,25,
531.10,,,,1069
531.22,0,,,
531.38,,0,,
531.48,,,24,
531.58,,,,1072
531.70,0,,,
531.86,,7,,
531.96,,,24,
532.06,,,,1070
532.18,0,,,
532.34,,48,,
532.45,,,24,
532.55,,,,1059
532.67,0,,,
532.83,,67,,
532.93,,,25,
533.03,,,,1068
533.15,0,,,
533.31,,30,,
533.42,,,25,
533.52,,,,1065
533.64,0,,,
533.80,,33,,
533.90,,,25,
534.00,,,,1062
534.12,0,,,
534.28,,22,,
534.38,,,25,
534.48,,,,1071
534.60,0,,,
534.76,,48,,
534.87,,,25,
534.97,,,,1101
535.09,0,,,
535.25,,86,,
535.35,,,25,
535.45,,,,1124
535.57,0,,,
535.73,,60,,
535.84,,,25,
535.94,,,,1032
536.06,0,,,
536.22,,33,,
536.32,,,25,
536.42,,,,1013
536.54,0,,,
536.70,,33,,
536.80,,,25,
536.90,,,,1003
537.02,0,,,
537.18,,37,,
537.28,,,25,
537.38,,,,834
537.50,0,,,
537.67,,56,,
537.77,,,25,
537.87,,,,742
537.99,0,,,
538.15,,41,,
538.25,,,25,
538.35,,,,1057
538.47,0,,,
538.63,,116,,
538.74,,,24,
538.84,,,,1016
538.96,0,,,
539.12,,108,,
539.22,,,24,
539.32,,,,1067
539.44,0,,,
539.60,,37,,
539.70,,,25,
539.80,,,,1082
539.93,0,,,
540.09,,15,,
540.19,,,25,
540.29,,,,1069
540.41,0,,,
540.57,,33,,
540.67,,,24,
540.77,,,,1069
540.89,0,,,
541.05,,67,,
541.16,,,24,
541.26,,,,1070
541.38,0,,,
541.54,,60,,
541.64,,,25,
541.74,,,,1091
541.86,0,,,
542.02,,45,,
542.12,,,25,
542.22,,,,1059
542.35,0,,,
542.51,,33,,
542.61,,,25,
542.71,,,,1067
542.83,0,,,
542.99,,15,,
543.09,,,25,
543.19,,,,1060
543.31,0,,,
543.47,,15,,
543.58,,,25,
543.68,,,,1056
543.80,0,,,
543.96,,33,,
544.06,,,25,
544.16,,,,1078
544.28,0,,,
544.44,,41,,
544.54,,,25,
544.64,,,,1078
544.76,0,,,
544.92,,30,,
545.03,,,25,
545.13,,,,1059
545.25,0,,,
545.41,,86,,
545.51,,,25,
545.61,,,,1081
545.73,0,,,
545.89,,71,,
546.00,,,25,
546.10,,,,1047
546.22,0,,,
546.38,,71,,
546.48,,,25,
546.58,,,,1057
546.70,0,,,
546.86,,30,,
546.96,,,25,
547.06,,,,1051
547.18,0,,,
547.34,,11,,
547.45,,,25,
547.55,,,,2219
547.67,0,,,
547.83,,63,,
547.93,,,25,
548.03,,,,1446
548.15,0,,,
548.31,,30,,
548.41,,,25,
548.51,,,,1067
548.63,0,,,
548.80,,22,,
548.90,,,25,
549.00,,,,1064
549.12,0,,,
549.28,,67,,
549.38,,,25,
549.48,,,,1064
549.60,0,,,
549.76,,18,,
549.86,,,25,
549.96,,,,1069
550.08,0,,,
550.25,,33,,
550.35,,,25,
550.45,,,,1064
550.57,0,,,
550.73,,78,,
550.83,,,25,
550.93,,,,1070
551.06,0,,,
551.21,,82,,
551.32,,,25,
551.42,,,,1070
551.54,0,,,
551.70,,78,,
551.80,,,25,
551.90,,,,1076
552.02,0,,,
552.18,,37,,
552.28,,,25,
552.38,,,,1062
552.51,0,,,
552.67,,93,,
552.77,,,25,
552.87,,,,1071
552.99,0,,,
553.15,,37,,
553.25,,,25,
553.35,,,,1074
553.47,0,,,
553.63,,22,,
553.74,,,25,
553.84,,,,1070
553.96,0,,,
554.12,,45,,
554.22,,,25,
554.32,,,,1057
554.44,0,,,
554.60,,3,,
554.70,,,25,
554.80,,,,1074
554.92,0,,,
555.09,,0,,
555.19,,,25,
555.29,,,,1070
555.41,0,,,
555.57,,45,,
555.67,,,25,
555.77,,,,1069
555.90,0,,,
556.05,,60,,
556.16,,,25,
556.26,,,,1068
556.38,0,,,
556.54,,15,,
556.64,,,25,
556.74,,,,1069
556.86,0,,,
557.02,,7,,
557.12,,,25,
557.22,,,,1067
557.34,0,,,
557.50,,26,,
557.61,,,25,
557.71,,,,1061
557.83,0,,,
557.99,,26,,
558.09,,,25,
558.19,,,,1074
558.31,0,,,
558.47,,22,,
558.58,,,25,
558.68,,,,1069
558.80,0,,,
558.96,,97,,
559.06,,,25,
559.16,,,,1065
559.28,0,,,
559.44,,63,,
559.54,,,25,
559.64,,,,1064
559.76,0,,,
559.92,,71,,
560.03,,,25,
560.13,,,,1058
560.25,0,,,
560.41,,52,,
560.51,,,25,
560.61,,,,1085
560.73,0,,,
560.89,,86,,
560.99,,,25,
561.09,,,,1072
561.21,0,,,
561.38,,63,,
561.48,,,25,
561.58,,,,1030
561.70,0,,,
561.86,,67,,
561.96,,,25,
562.06,,,,1081
562.18,0,,,
562.34,,71,,
562.44,,,25,
562.54,,,,1043
562.66,0,,,
562.83,,52,,
562.93,,,25,
563.03,,,,1069
563.15,0,,,
563.31,,45,,
563.41,,,25,
563.51,,,,1050
563.63,0,,,
563.80,,52,,
563.90,,,25,
564.00,,,,1070
564.12,0,,,
564.28,,52,,
564.38,,,25,
564.48,,,,1272
564.60,0,,,
564.76,,60,,
564.86,,,25,
564.96,,,,1082
565.09,0,,,
565.25,,41,,
565.35,,,25,
565.45,,,,1277
565.57,0,,,
565.73,,75,,
565.83,,,25,
565.93,,,,1047
566.05,0,,,
566.21,,112,,
566.32,,,25,
566.42,,,,898
566.54,0,,,
566.70,,78,,
566.80,,,25,
566.90,,,,1001
567.02,0,,,
567.18,,37,,
567.28,,,25,
567.38,,,,1016
567.50,0,,,
567.67,,7,,
567.77,,,25,
567.87,,,,1008
567.99,0,,,
568.15,,11,,
568.25,,,25,
568.35,,,,1018
568.47,0,,,
568.63,,67,,
568.74,,,25,
568.84,,,,1012
568.96,0,,,
569.12,,48,,
569.22,,,25,
569.32,,,,1017
569.44,0,,,
569.60,,78,,
569.70,,,25,
569.80,,,,1015
569.92,0,,,
570.08,,67,,
570.19,,,25,
570.29,,,,1007
570.41,0,,,
570.57,,30,,
570.67,,,25,
570.77,,,,1013
570.89,0,,,
571.05,,48,,
571.16,,,25,
571.26,,,,1010
571.38,0,,,
571.54,,11,,
571.64,,,25,
571.74,,,,1010
571.86,0,,,
572.02,,71,,
572.12,,,25,
572.22,,,,1017
572.34,0,,,
572.50,,45,,
572.60,,,25,
572.70,,,,1012
572.82,0,,,
572.99,,60,,
573.09,,,25,
573.19,,,,1015
573.31,0,,,
573.47,,22,,
573.57,,,25,
573.67,,,,1012
573.79,0,,,
573.96,,7,,
574.06,,,25,
574.16,,,,1018
574.28,0,,,
574.44,,71,,
574.54,,,25,
574.64,,,,1028
574.76,0,,,
574.92,,26,,
575.02,,,25,
575.12,,,,1013
575.24,0,,,
575.41,,33,,
575.51,,,25,
575.61,,,,1013
575.73,0,,,
575.89,,71,,
575.99,,,25,
576.09,,,,1013
576.21,0,,,
576.37,,52,,
576.48,,,25,
576.58,,,,1011
576.70,0,,,
576.86,,18,,
576.96,,,25,
577.06,,,,1016
577.18,0,,,
577.34,,45,,
577.44,,,25,
577.54,,,,1013
577.66,0,,,
577.83,,7,,
577.93,,,25,
578.03,,,,1010
578.15,0,,,
578.31,,26,,
578.41,,,25,
578.51,,,,997
578.64,0,,,
578.79,,78,,
578.90,,,25,
579.00,,,,1014
579.12,0,,,
579.28,,86,,
579.38,,,25,
579.48,,,,1010
579.60,0,,,
579.76,,78,,
579.87,,,25,
579.96,,,,1019
580.09,0,,,
580.25,,60,,
580.35,,,25,
580.45,,,,1014
580.57,0,,,
580.73,,56,,
580.83,,,25,
580.93,,,,1009
581.05,0,,,
581.21,,33,,
581.32,,,25,
581.42,,,,1018
581.54,0,,,
581.70,,30,,
581.80,,,25,
581.90,,,,837
582.02,0,,,
582.18,,86,,
582.28,,,25,
582.38,,,,493
582.50,0,,,
582.66,,86,,
582.77,,,25,
582.87,,,,1331
582.99,0,,,
583.15,,78,,
583.25,,,25,
583.35,,,,926
583.47,0,,,
583.63,,123,,
583.74,,,25,
583.84,,,,656
583.96,0,,,
584.12,,60,,
584.22,,,25,
584.32,,,,788
584.44,0,,,
584.60,,97,,
584.70,,,25,
584.80,,,,1055
584.92,0,,,
585.08,,90,,
585.18,,,25,
585.28,,,,1237
585.40,0,,,
585.57,,67,,
585.67,,,25,
585.77,,,,1061
585.89,0,,,
586.05,,56,,
586.15,,,25,
586.25,,,,1042
586.38,0,,,
586.54,,37,,
586.64,,,25,
586.74,,,,1031
586.86,0,,,
587.02,,37,,
587.12,,,25,
587.22,,,,1044
587.34,0,,,
587.50,,33,,
587.60,,,25,
587.70,,,,1036
587.83,0,,,
587.99,,37,,
588.09,,,25,
588.19,,,,1046
588.31,0,,,
588.47,,37,,
588.57,,,25,
588.67,,,,1055
588.79,0,,,
588.95,,48,,
589.06,,,25,
589.16,,,,1052
589.28,0,,,
589.44,,33,,
589.54,,,25,
589.64,,,,1043
589.76,0,,,
589.92,,22,,
590.02,,,25,
590.12,,,,1043
590.24,0,,,
590.41,,22,,
590.51,,,25,
590.61,,,,1047
590.73,0,,,
590.89,,52,,
590.99,,,25,
591.09,,,,1043
591.22,0,,,
591.37,,26,,
591.48,,,25,
591.58,,,,1047
591.70,0,,,
591.86,,7,,
591.96,,,25,
592.06,,,,1043
592.18,0,,,
592.34,,45,,
592.45,,,25,
592.54,,,,1044
592.66,0,,,
592.82,,71,,
592.93,,,25,
593.03,,,,1047
593.15,0,,,
593.31,,33,,
593.41,,,25,
593.51,,,,1052
593.63,0,,,
593.79,,26,,
593.90,,,25,
594.00,,,,1051
594.12,0,,,
594.28,,33,,
594.38,,,25,
594.48,,,,1044
594.60,0,,,
594.76,,30,,
594.86,,,25,
594.96,,,,1041
595.08,0,,,
595.24,,37,,
595.35,,,25,
