Time (seconds),light,sound,temp,movement
802.43,,,26,
802.53,,,,1030
802.65,0,,,
802.81,,18,,
802.91,,,26,
803.01,,,,1036
803.13,0,,,
803.40,,,26,
803.50,,,,1036
803.62,0,,,
803.78,,52,,
803.88,,,26,
803.98,,,,1034
804.10,0,,,
804.26,,22,,
804.59,0,,,
804.85,,,26,
805.07,0,,,
805.23,,26,,
805.33,,,26,
805.43,,,,1036
805.55,0,,,
805.71,,33,,
805.92,,,,1039
806.04,0,,,
806.20,,41,,
806.30,,,26,
806.40,,,,1031
806.52,0,,,
806.68,,15,,
806.78,,,26,
806.88,,,,1030
807.17,,30,,
807.27,,,26,
807.65,,15,,
807.75,,,26,
807.85,,,,1037
807.97,0,,,
808.13,,7,,
808.24,,,26,
808.34,,,,1035
808.46,0,,,
808.62,,15,,
808.72,,,26,
808.82,,,,1027
808.94,0,,,
809.10,,41,,
809.20,,,26,
809.30,,,,1045
809.43,0,,,
809.69,,,26,
810.07,,63,,
810.27,,,,1029
810.39,0,,,
810.55,,56,,
810.76,,,,1029
810.88,0,,,
811.04,,71,,
811.14,,,26,
811.24,,,,1029
811.36,0,,,
811.52,,30,,
811.62,,,26,
811.72,,,,1036
811.84,0,,,
812.00,,15,,
812.21,,,,1040
812.33,0,,,
812.49,,26,,
812.59,,,26,
812.69,,,,1028
812.97,,37,,
813.18,,,,1032
813.46,,71,,
813.56,,,26,
813.66,,,,1038
813.78,0,,,
814.04,,,26,
814.26,0,,,
814.42,,33,,
814.53,,,26,
814.63,,,,1028
814.75,0,,,
814.91,,15,,
815.01,,,26,
815.11,,,,1031
815.23,0,,,
815.49,,,26,
815.59,,,,1028
815.72,0,,,
815.98,,,26,
816.08,,,,1038
816.20,0,,,
816.36,,30,,
816.46,,,26,
816.56,,,,1034
816.84,,52,,
817.04,,,,1033
817.16,0,,,
817.33,,18,,
817.43,,,26,
817.53,,,,1036
817.65,0,,,
817.81,,7,,
817.91,,,26,
818.01,,,,1036
818.13,0,,,
818.29,,37,,
818.40,,,26,
818.50,,,,1035
818.78,,60,,
818.88,,,26,
818.98,,,,1034
819.10,0,,,
819.26,,33,,
819.46,,,,1028
819.95,,,,1029
820.07,0,,,
820.23,,26,,
820.33,,,26,
820.43,,,,1036
820.55,0,,,
820.71,,33,,
820.82,,,26,
820.92,,,,1031
821.04,0,,,
821.20,,48,,
821.30,,,26,
821.40,,,,1036
821.52,0,,,
821.68,,26,,
821.78,,,26,
821.88,,,,1032
822.00,0,,,
822.17,,30,,
822.27,,,26,
822.37,,,,1021
822.49,0,,,
822.65,,22,,
822.75,,,26,
822.85,,,,1029
822.97,0,,,
823.13,,41,,
823.24,,,26,
823.34,,,,1034
823.46,0,,,
823.62,,15,,
823.72,,,26,
823.82,,,,1030
823.94,0,,,
824.10,,3,,
824.20,,,26,
824.30,,,,1033
824.43,0,,,
824.58,,3,,
824.69,,,26,
824.79,,,,1029
824.91,0,,,
825.07,,22,,
825.17,,,26,
825.27,,,,1035
825.55,,11,,
825.66,,,26,
825.76,,,,1026
825.88,0,,,
826.04,,0,,
826.14,,,26,
826.24,,,,1025
826.36,0,,,
826.52,,26,,
826.62,,,26,
826.84,0,,,
827.00,,15,,
827.10,,,26,
827.20,,,,1030
827.32,0,,,
827.49,,7,,
827.59,,,26,
827.69,,,,1028
827.81,0,,,
827.97,,0,,
828.07,,,26,
828.17,,,,1039
828.29,0,,,
828.46,,22,,
828.56,,,26,
828.66,,,,1034
828.78,0,,,
828.94,,7,,
829.04,,,26,
829.14,,,,1033
829.26,0,,,
829.42,,7,,
829.52,,,26,
829.62,,,,1042
829.74,0,,,
829.91,,3,,
830.01,,,26,
830.11,,,,1035
830.23,0,,,
830.39,,26,,
830.49,,,26,
830.59,,,,1039
830.71,0,,,
830.87,,22,,
830.98,,,26,
831.08,,,,1039
831.20,0,,,
831.36,,41,,
831.46,,,26,
831.56,,,,1031
831.68,0,,,
831.84,,15,,
831.94,,,26,
832.04,,,,1031
832.16,0,,,
832.33,,11,,
832.43,,,26,
832.53,,,,1028
832.65,0,,,
832.81,,75,,
832.91,,,26,
833.01,,,,1036
833.13,0,,,
833.29,,45,,
833.40,,,26,
833.50,,,,1036
833.62,0,,,
833.78,,30,,
833.88,,,26,
833.98,,,,1034
834.10,0,,,
834.26,,37,,
834.36,,,26,
834.46,,,,1034
834.58,0,,,
834.75,,18,,
834.85,,,26,
834.95,,,,1025
835.07,0,,,
835.23,,18,,
835.33,,,26,
835.43,,,,1030
835.56,0,,,
835.71,,0,,
835.82,,,26,
835.92,,,,1029
836.04,0,,,
836.20,,3,,
836.30,,,26,
836.40,,,,1029
836.52,0,,,
836.68,,15,,
836.78,,,26,
836.88,,,,1035
837.00,0,,,
837.16,,7,,
837.27,,,26,
837.37,,,,1043
837.49,0,,,
837.65,,22,,
837.75,,,26,
837.85,,,,1035
837.97,0,,,
838.13,,7,,
838.24,,,26,
838.34,,,,1036
838.46,0,,,
838.62,,15,,
838.72,,,26,
838.82,,,,1038
838.94,0,,,
839.10,,11,,
839.20,,,26,
839.30,,,,1041
839.42,0,,,
839.58,,22,,
839.68,,,26,
839.78,,,,1031
839.91,0,,,
840.07,,3,,
840.17,,,26,
840.27,,,,1030
840.39,0,,,
840.55,,11,,
840.65,,,26,
840.75,,,,1033
840.87,0,,,
841.03,,18,,
841.24,,,,1030
841.36,0,,,
841.52,,18,,
841.62,,,26,
841.72,,,,1036
841.84,0,,,
842.00,,7,,
842.10,,,26,
842.20,,,,1042
842.33,0,,,
842.49,,11,,
842.69,,,,1034
842.81,0,,,
842.97,,18,,
843.07,,,26,
843.17,,,,1036
843.29,0,,,
843.45,,15,,
843.56,,,26,
843.66,,,,1038
843.78,0,,,
844.04,,,26,
844.14,,,,1028
844.26,0,,,
844.42,,18,,
844.52,,,26,
844.62,,,,1038
844.74,0,,,
844.91,,48,,
845.01,,,26,
845.11,,,,1039
845.23,0,,,
845.39,,30,,
845.49,,,26,
845.59,,,,1029
845.72,0,,,
845.88,,18,,
845.98,,,26,
846.08,,,,1034
846.20,0,,,
846.36,,26,,
846.46,,,26,
846.56,,,,1031
846.68,0,,,
846.84,,11,,
846.94,,,26,
847.04,,,,1041
847.16,0,,,
847.32,,18,,
847.43,,,26,
847.53,,,,1033
847.65,0,,,
847.81,,0,,
847.91,,,26,
848.01,,,,1035
848.13,0,,,
848.29,,15,,
848.40,,,26,
848.50,,,,1033
848.62,0,,,
848.78,,18,,
848.88,,,26,
848.98,,,,1025
849.10,0,,,
849.26,,22,,
849.36,,,26,
849.46,,,,1038
849.59,0,,,
849.74,,22,,
849.85,,,26,
849.95,,,,1038
850.07,0,,,
850.23,,15,,
850.33,,,26,
850.43,,,,1034
850.55,0,,,
850.71,,26,,
850.81,,,26,
850.91,,,,1031
851.20,,3,,
851.30,,,26,
851.40,,,,1038
851.52,0,,,
851.68,,15,,
851.78,,,26,
851.88,,,,1035
852.00,0,,,
852.16,,11,,
852.26,,,26,
852.36,,,,1034
852.48,0,,,
852.65,,7,,
852.75,,,26,
852.85,,,,1042
852.97,0,,,
853.13,,26,,
853.23,,,26,
853.33,,,,1034
853.45,0,,,
853.61,,22,,
853.72,,,26,
853.82,,,,1033
853.94,0,,,
854.10,,7,,
854.20,,,26,
854.30,,,,1030
854.42,0,,,
854.58,,3,,
854.68,,,26,
854.78,,,,1025
854.90,0,,,
855.07,,33,,
855.17,,,26,
855.27,,,,1023
855.39,0,,,
855.65,,,26,
855.75,,,,1037
855.87,0,,,
856.03,,22,,
856.14,,,26,
856.24,,,,1035
856.36,0,,,
856.52,,22,,
856.62,,,26,
856.72,,,,1034
856.84,0,,,
857.00,,3,,
857.10,,,26,
857.20,,,,1023
857.32,0,,,
857.49,,30,,
857.59,,,26,
857.69,,,,1030
857.81,0,,,
857.97,,18,,
858.07,,,26,
858.17,,,,1046
858.29,0,,,
858.56,,,26,
858.66,,,,1038
858.78,0,,,
858.94,,45,,
859.04,,,26,
859.14,,,,1041
859.26,0,,,
859.42,,11,,
859.52,,,26,
859.62,,,,1023
859.74,0,,,
859.90,,18,,
860.01,,,26,
860.11,,,,1056
860.23,0,,,
860.39,,33,,
860.49,,,26,
860.59,,,,1031
860.72,0,,,
860.87,,41,,
860.98,,,26,
861.08,,,,1046
861.20,0,,,
861.36,,33,,
861.46,,,26,
861.56,,,,1032
861.68,0,,,
861.84,,15,,
861.94,,,26,
862.04,,,,1050
862.16,0,,,
862.32,,33,,
862.43,,,26,
862.53,,,,1047
862.65,0,,,
862.81,,15,,
862.91,,,26,
863.01,,,,1043
863.13,0,,,
863.29,,78,,
863.39,,,26,
863.49,,,,1026
863.62,0,,,
863.78,,30,,
863.88,,,27,
863.98,,,,1036
864.10,0,,,
864.26,,37,,
864.36,,,27,
864.46,,,,1035
864.58,0,,,
864.74,,22,,
864.84,,,26,
864.95,,,,1022
865.06,0,,,
865.23,,41,,
865.33,,,26,
865.43,,,,999
865.55,0,,,
865.71,,82,,
865.81,,,27,
865.91,,,,1031
866.03,0,,,
866.19,,37,,
866.30,,,27,
866.40,,,,1016
866.52,0,,,
866.68,,7,,
866.78,,,27,
866.88,,,,1060
867.00,0,,,
867.16,,18,,
867.26,,,27,
867.36,,,,1042
867.48,0,,,
867.65,,15,,
867.75,,,27,
867.85,,,,1027
867.97,0,,,
868.13,,48,,
868.23,,,27,
868.33,,,,1051
868.46,0,,,
868.61,,22,,
868.72,,,26,
868.82,,,,1038
868.94,0,,,
869.10,,30,,
869.20,,,26,
869.30,,,,1048
869.42,0,,,
869.58,,26,,
869.68,,,27,
869.78,,,,1038
869.90,0,,,
870.07,,63,,
870.17,,,27,
870.27,,,,1046
870.39,0,,,
870.55,,41,,
870.65,,,27,
870.75,,,,1034
870.87,0,,,
871.03,,48,,
871.14,,,27,
871.24,,,,1022
871.36,0,,,
871.52,,56,,
871.62,,,27,
871.72,,,,1031
871.84,0,,,
872.00,,101,,
872.10,,,27,
872.20,,,,1031
872.32,0,,,
872.48,,63,,
872.59,,,26,
872.69,,,,1055
872.81,0,,,
872.97,,90,,
873.07,,,26,
873.17,,,,1033
873.29,0,,,
873.45,,45,,
873.56,,,27,
873.66,,,,1049
873.78,0,,,
873.94,,52,,
874.04,,,27,
874.14,,,,1037
874.26,0,,,
874.42,,71,,
874.52,,,27,
874.62,,,,1054
874.74,0,,,
874.90,,63,,
875.00,,,27,
875.10,,,,1042
875.22,0,,,
875.39,,37,,
875.49,,,27,
875.59,,,,1017
875.71,0,,,
875.87,,52,,
875.97,,,27,
876.07,,,,1041
876.19,0,,,
876.36,,60,,
876.46,,,27,
876.56,,,,1042
876.68,0,,,
876.84,,7,,
876.94,,,27,
877.04,,,,1033
877.16,0,,,
877.32,,7,,
877.42,,,27,
877.53,,,,1023
877.64,0,,,
877.81,,41,,
877.91,,,27,
878.01,,,,1045
878.13,0,,,
878.29,,7,,
878.39,,,27,
878.49,,,,1028
878.61,0,,,
878.77,,3,,
878.88,,,27,
879.10,0,,,
879.26,,71,,
879.36,,,27,
879.46,,,,1030
879.58,0,,,
879.74,,48,,
879.84,,,27,
879.94,,,,1037
880.06,0,,,
880.23,,33,,
880.33,,,27,
880.43,,,,1032
880.55,0,,,
880.71,,37,,
880.81,,,27,
880.91,,,,1041
881.03,0,,,
881.19,,18,,
881.30,,,27,
881.40,,,,1041
881.52,0,,,
881.68,,3,,
881.78,,,27,
881.88,,,,1040
882.00,0,,,
882.16,,67,,
882.26,,,27,
882.36,,,,1034
882.49,0,,,
882.65,,7,,
882.75,,,27,
882.85,,,,1039
882.97,0,,,
883.13,,0,,
883.23,,,27,
883.33,,,,1041
883.45,0,,,
883.61,,11,,
883.72,,,27,
883.82,,,,1036
883.94,0,,,
884.10,,3,,
884.20,,,27,
884.30,,,,1035
884.42,0,,,
884.58,,56,,
884.68,,,27,
884.78,,,,1047
884.90,0,,,
885.06,,41,,
885.17,,,27,
885.27,,,,1022
885.39,0,,,
885.55,,18,,
885.75,,,,1007
885.87,0,,,
886.03,,22,,
886.14,,,27,
886.24,,,,1014
886.36,0,,,
886.52,,37,,
886.62,,,27,
886.72,,,,1020
886.84,0,,,
887.00,,7,,
887.10,,,27,
887.20,,,,1016
887.32,0,,,
887.48,,75,,
887.58,,,27,
887.68,,,,1016
887.80,0,,,
887.97,,7,,
888.07,,,27,
888.17,,,,1009
888.29,0,,,
888.45,,22,,
888.55,,,27,
888.65,,,,1027
888.77,0,,,
888.94,,63,,
889.04,,,27,
889.14,,,,1042
889.26,0,,,
889.42,,67,,
889.52,,,27,
889.62,,,,1032
889.74,0,,,
889.90,,30,,
890.00,,,27,
890.10,,,,1039
890.22,0,,,
890.39,,22,,
890.49,,,27,
890.59,,,,1048
890.71,0,,,
890.87,,3,,
890.97,,,27,
891.07,,,,1037
891.19,0,,,
891.35,,45,,
891.46,,,27,
891.56,,,,1024
891.68,0,,,
891.84,,37,,
891.94,,,27,
892.04,,,,1038
892.16,0,,,
892.32,,18,,
892.43,,,27,
892.53,,,,1036
892.65,0,,,
892.81,,7,,
892.91,,,27,
893.01,,,,1032
893.13,0,,,
893.29,,37,,
893.39,,,27,
893.61,0,,,
893.77,,52,,
893.88,,,27,
893.98,,,,1028
894.10,0,,,
894.26,,78,,
894.36,,,27,
894.46,,,,1035
894.58,0,,,
894.74,,67,,
894.84,,,27,
894.94,,,,1030
895.06,0,,,
895.23,,52,,
895.43,,,,1032
895.55,0,,,
895.81,,,27,
895.91,,,,1033
896.03,0,,,
896.19,,30,,
896.30,,,27,
896.40,,,,1041
896.52,0,,,
896.68,,26,,
896.78,,,27,
896.88,,,,1041
897.00,0,,,
897.16,,78,,
897.26,,,27,
897.36,,,,1037
897.48,0,,,
897.64,,60,,
897.75,,,27,
897.85,,,,1033
897.97,0,,,
898.13,,75,,
898.23,,,27,
898.33,,,,1040
898.45,0,,,
898.61,,33,,
898.72,,,27,
898.82,,,,1041
898.94,0,,,
899.10,,22,,
899.20,,,27,
899.30,,,,1028
899.42,0,,,
899.58,,67,,
899.68,,,27,
899.78,,,,1043
899.90,0,,,
900.06,,33,,
900.16,,,27,
900.26,,,,1040
900.38,0,,,
900.55,,30,,
900.65,,,27,
900.75,,,,1033
900.87,0,,,
901.03,,7,,
901.13,,,27,
901.23,,,,1035
901.35,0,,,
901.52,,3,,
901.62,,,27,
901.72,,,,1034
901.84,0,,,
902.00,,7,,
902.10,,,27,
902.20,,,,1036
902.32,0,,,
902.48,,67,,
902.58,,,27,
902.68,,,,1038
902.80,0,,,
902.97,,11,,
903.07,,,27,
903.17,,,,1037
903.29,0,,,
903.45,,18,,
903.55,,,27,
903.65,,,,1037
903.77,0,,,
903.93,,7,,
904.04,,,27,
904.14,,,,1040
904.26,0,,,
904.42,,56,,
904.52,,,27,
904.62,,,,1032
904.74,0,,,
904.90,,22,,
905.10,,,,1035
905.22,0,,,
905.39,,37,,
905.49,,,27,
905.59,,,,1037
905.71,0,,,
905.87,,18,,
905.97,,,27,
906.07,,,,1037
906.19,0,,,
906.35,,30,,
906.46,,,27,
906.56,,,,1045
906.68,0,,,
906.84,,48,,
906.94,,,27,
907.04,,,,1045
907.16,0,,,
907.32,,7,,
907.43,,,27,
907.52,,,,1029
907.65,0,,,
907.80,,18,,
907.91,,,27,
908.01,,,,1032
908.13,0,,,
908.29,,3,,
908.39,,,27,
908.49,,,,1040
908.61,0,,,
908.77,,0,,
908.88,,,27,
908.98,,,,1040
909.10,0,,,
909.26,,37,,
909.36,,,27,
909.46,,,,1040
909.58,0,,,
909.74,,26,,
909.84,,,27,
910.06,0,,,
910.22,,30,,
910.33,,,27,
910.43,,,,1038
910.55,0,,,
910.81,,,27,
910.91,,,,1031
911.03,0,,,
911.19,,75,,
911.29,,,27,
911.39,,,,1037
911.51,0,,,
911.68,,37,,
911.78,,,27,
911.88,,,,1041
912.00,0,,,
912.16,,52,,
912.26,,,27,
912.36,,,,1027
912.48,0,,,
912.64,,52,,
912.74,,,27,
912.84,,,,1031
912.96,0,,,
913.13,,45,,
913.23,,,27,
913.33,,,,1042
913.45,0,,,
913.61,,52,,
913.71,,,27,
913.81,,,,1038
913.94,0,,,
914.09,,7,,
914.20,,,27,
914.30,,,,1037
914.42,0,,,
914.58,,15,,
914.68,,,27,
914.78,,,,1044
914.90,0,,,
915.06,,41,,
915.26,,,,1027
915.39,0,,,
915.55,,15,,
915.65,,,27,
915.75,,,,1031
915.87,0,,,
916.03,,15,,
916.13,,,27,
916.23,,,,1036
916.35,0,,,
916.51,,37,,
916.62,,,27,
916.72,,,,1039
916.84,0,,,
917.00,,22,,
917.10,,,27,
917.20,,,,1029
917.33,0,,,
917.48,,7,,
917.58,,,27,
917.68,,,,1021
917.80,0,,,
917.97,,33,,
918.07,,,27,
918.17,,,,1023
918.29,0,,,
918.45,,33,,
918.55,,,27,
918.65,,,,1010
918.77,0,,,
918.93,,11,,
919.04,,,27,
919.14,,,,1018
919.26,0,,,
919.42,,15,,
919.52,,,27,
919.62,,,,1024
919.74,0,,,
919.90,,48,,
920.00,,,27,
920.10,,,,1023
920.23,0,,,
920.38,,11,,
920.49,,,27,
920.59,,,,1027
920.71,0,,,
920.87,,18,,
920.97,,,27,
921.07,,,,1035
921.19,0,,,
921.35,,52,,
921.46,,,27,
921.56,,,,1052
921.68,0,,,
921.84,,0,,
921.94,,,27,
922.04,,,,1040
922.16,0,,,
922.32,,37,,
922.42,,,27,
922.52,,,,1019
922.64,0,,,
922.80,,15,,
922.91,,,27,
923.01,,,,1050
923.13,0,,,
923.29,,41,,
923.39,,,27,
923.49,,,,1045
923.61,0,,,
923.77,,48,,
923.87,,,27,
923.97,,,,1049
924.10,0,,,
924.26,,15,,
924.36,,,27,
924.46,,,,1049
924.58,0,,,
924.74,,22,,
924.84,,,27,
924.94,,,,1044
925.06,0,,,
925.22,,3,,
925.32,,,27,
925.42,,,,1052
925.54,0,,,
925.71,,18,,
925.81,,,27,
925.91,,,,1046
926.03,0,,,
926.19,,26,,
926.29,,,27,
926.39,,,,1054
926.51,0,,,
926.67,,33,,
926.78,,,27,
926.88,,,,1048
927.00,0,,,
927.16,,26,,
927.26,,,27,
927.36,,,,1036
927.48,0,,,
927.64,,15,,
927.74,,,27,
927.84,,,,1056
927.96,0,,,
928.13,,30,,
928.23,,,27,
928.33,,,,1054
928.45,0,,,
928.61,,18,,
928.71,,,27,
928.81,,,,1060
928.93,0,,,
929.09,,78,,
929.20,,,27,
929.30,,,,1053
929.42,0,,,
929.58,,15,,
929.68,,,27,
929.78,,,,1063
929.90,0,,,
930.06,,11,,
930.16,,,27,
930.26,,,,1053
930.38,0,,,
930.55,,48,,
930.65,,,27,
930.75,,,,1053
930.87,0,,,
931.03,,45,,
931.13,,,27,
931.23,,,,1053
931.35,0,,,
931.51,,52,,
931.62,,,27,
931.72,,,,1052
931.84,0,,,
932.00,,86,,
932.10,,,27,
932.20,,,,1050
932.32,0,,,
932.48,,33,,
932.58,,,27,
932.68,,,,1061
932.81,0,,,
932.97,,75,,
933.07,,,27,
933.17,,,,1059
933.29,0,,,
933.45,,11,,
933.55,,,27,
933.65,,,,1046
933.77,0,,,
933.93,,78,,
934.04,,,27,
934.14,,,,1050
934.26,0,,,
934.42,,7,,
934.52,,,27,
934.62,,,,1057
934.74,0,,,
934.90,,7,,
935.00,,,27,
935.10,,,,1058
935.23,0,,,
935.38,,48,,
935.48,,,27,
935.58,,,,1059
935.70,0,,,
935.87,,138,,
935.97,,,27,
936.07,,,,1051
936.19,0,,,
936.35,,60,,
936.45,,,27,
936.55,,,,1061
936.67,0,,,
936.84,,7,,
936.94,,,27,
937.04,,,,1050
937.16,0,,,
937.32,,7,,
937.42,,,27,
937.52,,,,1064
937.64,0,,,
937.80,,0,,
937.90,,,27,
938.00,,,,1047
938.13,0,,,
938.29,,63,,
938.39,,,27,
938.49,,,,1063
938.61,0,,,
938.77,,7,,
938.87,,,27,
938.97,,,,1054
939.09,0,,,
939.25,,3,,
939.36,,,27,
939.46,,,,1037
939.58,0,,,
939.74,,45,,
939.84,,,27,
939.94,,,,1034
940.06,0,,,
940.22,,3,,
940.32,,,27,
940.42,,,,1040
940.54,0,,,
940.71,,18,,
940.81,,,27,
940.91,,,,1039
941.03,0,,,
941.19,,7,,
941.29,,,27,
941.39,,,,1041
941.52,0,,,
941.67,,56,,
941.78,,,27,
941.88,,,,1030
942.00,0,,,
942.16,,45,,
942.26,,,27,
942.36,,,,1031
942.48,0,,,
942.64,,30,,
942.74,,,27,
942.84,,,,1040
942.96,0,,,
943.13,,56,,
943.23,,,27,
943.33,,,,1027
943.45,0,,,
943.61,,7,,
943.71,,,27,
943.81,,,,1035
943.93,0,,,
944.09,,15,,
944.20,,,27,
944.30,,,,1034
944.42,0,,,
944.58,,26,,
944.68,,,27,
944.78,,,,1024
944.90,0,,,
945.06,,11,,
945.16,,,27,
945.26,,,,1029
945.39,0,,,
945.55,,45,,
945.65,,,27,
945.75,,,,1018
945.87,0,,,
946.03,,37,,
946.13,,,27,
946.23,,,,1037
946.36,0,,,
946.51,,33,,
946.62,,,27,
946.72,,,,1020
946.84,0,,,
947.00,,3,,
947.10,,,27,
947.20,,,,1020
947.32,0,,,
947.48,,3,,
947.58,,,27,
947.68,,,,1029
947.80,0,,,
947.96,,7,,
948.06,,,27,
948.16,,,,1037
948.28,0,,,
948.45,,52,,
948.55,,,27,
948.65,,,,1036
948.77,0,,,
948.93,,52,,
949.03,,,27,
949.13,,,,1041
949.25,0,,,
949.42,,26,,
949.52,,,27,
949.62,,,,1033
949.74,0,,,
949.90,,37,,
950.00,,,27,
950.10,,,,1057
950.22,0,,,
950.38,,7,,
950.48,,,27,
950.58,,,,1041
950.70,0,,,
950.87,,37,,
950.97,,,27,
951.07,,,,1060
951.19,0,,,
951.35,,56,,
951.45,,,27,
951.55,,,,1062
951.67,0,,,
951.83,,22,,
951.94,,,27,
952.04,,,,1055
952.16,0,,,
952.32,,18,,
952.42,,,27,
952.52,,,,1061
952.64,0,,,
952.80,,15,,
952.90,,,27,
953.00,,,,1051
953.12,0,,,
953.29,,3,,
953.39,,,27,
953.49,,,,1046
953.61,0,,,
953.77,,37,,
953.87,,,27,
953.97,,,,1026
954.09,0,,,
954.25,,15,,
954.36,,,27,
954.46,,,,1035
954.58,0,,,
954.74,,7,,
954.84,,,27,
954.94,,,,1015
955.06,0,,,
955.22,,0,,
955.32,,,27,
955.42,,,,1022
955.54,0,,,
955.71,,37,,
955.81,,,27,
955.91,,,,1040
956.03,0,,,
956.19,,45,,
956.29,,,27,
956.39,,,,1029
956.51,0,,,
956.67,,3,,
956.78,,,27,
956.88,,,,1050
957.00,0,,,
957.16,,18,,
957.26,,,27,
957.36,,,,1040
957.48,0,,,
957.64,,78,,
957.74,,,27,
957.84,,,,1035
957.97,0,,,
958.12,,3,,
958.23,,,27,
958.33,,,,1032
958.45,0,,,
958.61,,56,,
958.71,,,27,
958.81,,,,1011
958.93,0,,,
959.09,,11,,
959.20,,,27,
959.30,,,,1025
959.42,0,,,
959.58,,52,,
959.68,,,28,
959.78,,,,1025
959.90,0,,,
960.06,,3,,
960.16,,,28,
960.26,,,,1017
960.38,0,,,
960.54,,11,,
960.64,,,27,
960.74,,,,1003
961.03,,86,,
961.13,,,27,
961.23,,,,1032
961.35,0,,,
961.51,,48,,
961.61,,,27,
961.71,,,,1014
961.84,0,,,
962.00,,15,,
962.10,,,27,
962.20,,,,1034
962.32,0,,,
962.48,,48,,
962.58,,,28,
962.68,,,,1014
962.80,0,,,
962.96,,41,,
963.06,,,28,
963.16,,,,1045
963.29,0,,,
963.45,,3,,
963.55,,,28,
963.65,,,,1031
963.77,0,,,
963.93,,11,,
964.03,,,28,
964.13,,,,1032
964.25,0,,,
964.42,,48,,
964.52,,,28,
964.62,,,,1058
964.74,0,,,
964.90,,26,,
965.00,,,28,
965.10,,,,1061
965.22,0,,,
965.38,,33,,
965.48,,,28,
965.58,,,,1055
965.71,0,,,
965.87,,7,,
966.07,,,,1064
966.19,0,,,
966.35,,75,,
966.45,,,28,
966.55,,,,1058
966.67,0,,,
966.83,,33,,
966.94,,,28,
967.04,,,,1052
967.16,0,,,
967.32,,15,,
967.42,,,28,
967.52,,,,1048
967.64,0,,,
967.80,,7,,
967.90,,,28,
968.00,,,,1044
968.12,0,,,
968.29,,90,,
968.39,,,28,
968.49,,,,1045
968.61,0,,,
968.77,,7,,
968.87,,,28,
968.97,,,,1048
969.09,0,,,
969.25,,86,,
969.36,,,28,
969.46,,,,1039
969.58,0,,,
969.74,,71,,
969.84,,,28,
969.94,,,,1008
970.06,0,,,
970.22,,63,,
970.32,,,28,
970.42,,,,1027
970.54,0,,,
970.70,,56,,
970.81,,,28,
970.91,,,,1023
971.03,0,,,
971.19,,63,,
971.29,,,28,
971.39,,,,1031
971.51,0,,,
971.67,,60,,
971.77,,,28,
971.87,,,,1039
971.99,0,,,
972.16,,18,,
972.26,,,28,
972.36,,,,1057
972.48,0,,,
972.64,,33,,
972.74,,,28,
972.84,,,,1060
972.96,0,,,
973.12,,11,,
973.22,,,28,
973.33,,,,1038
973.45,0,,,
973.61,,11,,
973.71,,,28,
973.81,,,,1027
973.93,0,,,
974.09,,3,,
974.19,,,28,
974.29,,,,1032
974.41,0,,,
974.58,,7,,
974.68,,,28,
974.78,,,,1015
974.90,0,,,
975.16,,,28,
975.26,,,,1011
975.54,,75,,
975.64,,,28,
975.74,,,,1027
975.86,0,,,
976.03,,56,,
976.13,,,28,
976.23,,,,1035
976.35,0,,,
976.61,,,28,
976.71,,,,1067
976.83,0,,,
976.99,,71,,
977.10,,,28,
977.20,,,,1044
977.32,0,,,
977.48,,63,,
977.58,,,28,
977.68,,,,1057
977.80,0,,,
977.96,,15,,
978.06,,,28,
978.16,,,,1043
978.28,0,,,
978.45,,48,,
978.55,,,28,
978.65,,,,1046
978.77,0,,,
978.93,,7,,
979.03,,,28,
979.13,,,,1034
979.25,0,,,
979.42,,63,,
979.52,,,28,
979.62,,,,1031
979.74,0,,,
979.90,,60,,
980.00,,,28,
980.10,,,,1035
980.22,0,,,
980.38,,7,,
980.58,,,,1047
980.70,0,,,
980.86,,22,,
980.97,,,28,
981.07,,,,1035
981.19,0,,,
981.35,,7,,
981.45,,,28,
981.55,,,,1031
981.68,0,,,
981.83,,3,,
981.94,,,28,
982.04,,,,1035
982.16,0,,,
982.32,,15,,
982.42,,,28,
982.52,,,,1042
982.64,0,,,
982.80,,15,,
982.93,,,28,
983.00,,,,1039
983.13,0,,,
983.28,,11,,
983.39,,,28,
983.49,,,,1031
983.61,0,,,
983.77,,11,,
983.87,,,28,
983.97,,,,1027
984.09,0,,,
984.25,,7,,
984.35,,,28,
984.45,,,,1032
984.57,0,,,
984.74,,75,,
984.84,,,28,
984.94,,,,1046
985.06,0,,,
985.22,,11,,
985.32,,,28,
985.42,,,,1042
985.54,0,,,
985.70,,82,,
985.81,,,28,
985.90,,,,1044
986.02,0,,,
986.19,,63,,
986.29,,,28,
986.39,,,,1034
986.51,0,,,
986.67,,78,,
986.77,,,28,
986.87,,,,1034
986.99,0,,,
987.15,,7,,
987.26,,,28,
987.36,,,,1037
987.48,0,,,
987.64,,33,,
987.74,,,28,
987.84,,,,1031
987.96,0,,,
988.22,,,28,
988.32,,,,1043
988.44,0,,,
988.61,,7,,
988.71,,,28,
988.81,,,,1037
988.93,0,,,
989.09,,3,,
989.19,,,28,
989.29,,,,1038
989.42,0,,,
989.57,,11,,
989.68,,,28,
989.78,,,,1033
989.90,0,,,
990.06,,3,,
990.16,,,28,
990.26,,,,1035
990.38,0,,,
990.54,,7,,
990.64,,,28,
990.74,,,,1039
990.86,0,,,
991.03,,75,,
991.13,,,28,
991.23,,,,1043
991.35,0,,,
991.51,,93,,
